fold,sku_id,channel_id,model,wape_pct,bias_pct,mae_units,actual_units_total,forecast_units_total,test_observations
1,APS-001,ECOM,HW_Add_Add,7.595544181249954,-3.9004326752559737,11.428372629634547,1956.0,1879.7075368719932,13
1,APS-001,ECOM,HW_Damped_Add,7.871014578959774,-4.646310269638139,11.842849628034859,1956.0,1865.1181711258778,13
1,APS-001,ECOM,HW_Damped_Mul,7.905028536863792,-5.0246145008083225,11.894027552388906,1956.0,1857.7185403641893,13
1,APS-001,RETAIL,HW_Add_Add,13.865574471076364,11.448500787878947,15.353600077373342,1439.5133892375902,1604.3160909460785,13
1,APS-001,RETAIL,HW_Damped_Add,9.017952787310795,4.177761372743341,9.985741369881797,1439.5133892375902,1499.6528235686267,13
1,APS-001,RETAIL,HW_Damped_Mul,10.012569394142703,5.662401751516131,11.087098233491483,1439.5133892375902,1521.0244206030884,13
1,APS-001,WHOLESALE,HW_Add_Add,35.48507707529833,14.872365116646815,31.6977275028386,1161.25,1333.955339917061,13
1,APS-001,WHOLESALE,HW_Damped_Add,34.83806088615418,14.026253950311176,31.11976784926657,1161.25,1324.1298739979886,13
1,APS-001,WHOLESALE,HW_Damped_Mul,34.406401597972575,13.209378470861665,30.734179888958195,1161.25,1314.6439074928812,13
1,CTS-001,ECOM,HW_Add_Add,12.39076552868962,10.179620041218792,47.973708151751566,5033.25,5545.615725724644,13
1,CTS-001,ECOM,HW_Damped_Add,11.61641180414691,8.876800023737603,44.97561901017111,5033.25,5480.041537194773,13
1,CTS-001,ECOM,HW_Damped_Mul,11.27824885824333,8.877247871359254,43.66634312750249,5033.25,5480.064078485189,13
1,CTS-001,RETAIL,HW_Add_Add,8.091695098626076,5.141612350619776,24.318655961793905,3907.0,4107.882794538715,13
1,CTS-001,RETAIL,HW_Damped_Add,7.692038800864349,3.515941623306804,23.117535073059244,3907.0,4044.3678392225975,13
1,CTS-001,RETAIL,HW_Damped_Mul,7.574458801857226,4.3530989958421245,22.764161952966294,3907.0,4077.075577767552,13
1,CTS-001,WHOLESALE,HW_Add_Add,16.331674903408107,5.349660430849741,47.552011781436214,3785.136287703531,3987.6282259405407,13
1,CTS-001,WHOLESALE,HW_Damped_Add,16.422650843649265,4.470020647974199,47.81690126813988,3785.136287703531,3954.3326613178433,13
1,CTS-001,WHOLESALE,HW_Damped_Mul,17.02803648776187,4.775055225747976,49.57956832166711,3785.136287703531,3965.878635811201,13
1,IMH-001,ECOM,HW_Add_Add,8.757215913751072,7.2778756222042915,37.81770010753732,5614.0,6022.579937430549,13
1,IMH-001,ECOM,HW_Damped_Add,8.869731146753061,-5.1246440737414645,38.30359281374745,5614.0,5326.302481700154,13
1,IMH-001,ECOM,HW_Damped_Mul,6.54027002128615,1.1694842580481275,28.243904538077267,5614.0,5679.654846246821,13
1,IMH-001,RETAIL,HW_Add_Add,13.721604363973523,9.369533989002527,43.64525695771578,4135.0,4522.430230445255,13
1,IMH-001,RETAIL,HW_Damped_Add,12.629908188615921,7.781157109353341,40.17282335378987,4135.0,4456.750846471761,13
1,IMH-001,RETAIL,HW_Damped_Mul,9.822811016988805,3.4495270576830612,31.244095042499,4135.0,4277.637943835194,13
1,IMH-001,WHOLESALE,HW_Add_Add,15.380285393832096,2.325319388945688,45.90327568435211,3879.9187961485236,3970.139300190713,13
1,IMH-001,WHOLESALE,HW_Damped_Add,15.607600247016926,3.457622120118584,46.58170889321024,3879.9187961485236,4014.071726686793,13
1,IMH-001,WHOLESALE,HW_Damped_Mul,17.288663294304012,-8.077170531535122,51.59893051988707,3879.9187961485236,3566.5311384985225,13
2,APS-001,ECOM,HW_Add_Add,13.438663932871552,-3.128518616816035,44.693968514657044,4323.507110475005,4188.245385624428,13
2,APS-001,ECOM,HW_Damped_Add,13.50498160843509,-3.904550599831665,44.914526162233294,4323.507110475005,4154.693587659188,13
2,APS-001,ECOM,HW_Damped_Mul,13.576816126777993,-4.147474669167142,45.153431585951054,4323.507110475005,4144.190748248414,13
2,APS-001,RETAIL,HW_Add_Add,7.399317788681113,1.7271788690489152,18.462589267730223,3243.72688584408,3299.751851186037,13
2,APS-001,RETAIL,HW_Damped_Add,7.4748304623019495,-0.820892706485351,18.65100656745782,3243.72688584408,3217.099368419881,13
2,APS-001,RETAIL,HW_Damped_Mul,8.150101518640067,4.474667667163086,20.33592570643958,3243.72688584408,3388.872884016021,13
2,APS-001,WHOLESALE,HW_Add_Add,17.206530895855636,-11.9373505322218,44.54900610802152,3365.7980386027184,2964.010928528067,13
2,APS-001,WHOLESALE,HW_Damped_Add,16.624159584246584,-10.180679823381112,43.04120286313518,3365.7980386027184,3023.136916790935,13
2,APS-001,WHOLESALE,HW_Damped_Mul,17.17518965922108,-10.94989677354145,44.467861282796925,3365.7980386027184,2997.2466277698386,13
2,CTS-001,ECOM,HW_Add_Add,8.873770018790518,-2.355944009291516,49.46374746456323,7246.398269029805,7075.677183121194,13
2,CTS-001,ECOM,HW_Damped_Add,8.597950389961637,-3.926549735377753,47.92628678694012,7246.398269029805,6961.864836972798,13
2,CTS-001,ECOM,HW_Damped_Mul,9.392226347486417,0.9223676435627003,52.35370211289363,7246.398269029805,7313.236701987024,13
2,CTS-001,RETAIL,HW_Add_Add,16.46088338875683,7.009963149673445,64.69496392230415,5109.291592238606,5467.451050063896,13
2,CTS-001,RETAIL,HW_Damped_Add,16.29797657346775,6.672356008391725,64.05470359793888,5109.291592238606,5450.201716779591,13
2,CTS-001,RETAIL,HW_Damped_Mul,17.597397440368084,9.634050447720375,69.16171906719525,5109.291592238606,5601.52332175601,13
2,CTS-001,WHOLESALE,HW_Add_Add,33.02262454190643,25.96595985936031,108.80534722284389,4283.334633508544,5395.543585087451,13
2,CTS-001,WHOLESALE,HW_Damped_Add,31.86898928930854,24.380123623382026,105.00426581369857,4283.334633508544,5327.616912361064,13
2,CTS-001,WHOLESALE,HW_Damped_Mul,33.65535234585651,26.908775098434855,110.89010485072323,4283.334633508544,5435.927516752727,13
2,IMH-001,ECOM,HW_Add_Add,8.462664804179267,-0.6035838710339931,70.3382435227069,10805.073661237497,10739.855979364924,13
2,IMH-001,ECOM,HW_Damped_Add,8.48891380809832,-0.9226819331618992,70.55641461569112,10805.073661237497,10705.377198700424,13
2,IMH-001,ECOM,HW_Damped_Mul,8.054626619588467,3.8608467131730198,66.94679533724442,10805.073661237497,11222.240992543306,13
2,IMH-001,RETAIL,HW_Add_Add,7.5875405007475,-2.7372047228659278,49.39326156968437,8462.721224916531,8231.07921986514,13
2,IMH-001,RETAIL,HW_Damped_Add,8.74113513857334,-6.207085434687792,56.90291528236024,8462.721224916531,7937.4328883865055,13
2,IMH-001,RETAIL,HW_Damped_Mul,7.620613109772485,-0.7719622856698933,49.6085571622683,8462.721224916531,8397.392208718795,13
2,IMH-001,WHOLESALE,HW_Add_Add,23.38729420888981,2.513484973801827,128.20254912841378,7126.233260604687,7305.350062808055,13
2,IMH-001,WHOLESALE,HW_Damped_Add,23.070683113472302,1.4049137756569288,126.46697642161325,7126.233260604687,7226.3506933683675,13
2,IMH-001,WHOLESALE,HW_Damped_Mul,25.43973869642041,7.648810135493853,139.45347079963327,7126.233260604687,7671.305312520753,13
3,APS-001,ECOM,HW_Add_Add,10.922391047149153,-5.371414725009145,32.655214101356016,3886.67446061118,3677.9050563207416,13
3,APS-001,ECOM,HW_Damped_Add,11.011922784245455,-6.427490518981406,32.92289157519167,3886.67446061118,3636.858828151725,13
3,APS-001,ECOM,HW_Damped_Mul,10.664995064232594,-5.488124015933042,31.88566456822855,3886.67446061118,3673.3689461172416,13
3,APS-001,RETAIL,HW_Add_Add,7.958432515707821,-1.622763791291552,19.208284533149232,3137.6492599275507,3086.7326238397186,13
3,APS-001,RETAIL,HW_Damped_Add,7.808266733560773,-3.0200278097394055,18.845847952210672,3137.6492599275507,3042.8913797056557,13
3,APS-001,RETAIL,HW_Damped_Mul,7.686313882448957,-2.794785041449458,18.55150543448987,3137.6492599275507,3049.958707757946,13
3,APS-001,WHOLESALE,HW_Add_Add,22.898544054191852,3.54246409061841,45.04125468149231,2557.089697378426,2647.6736816729604,13
3,APS-001,WHOLESALE,HW_Damped_Add,22.928428163059696,3.2127961570191155,45.100036486800995,2557.089697378426,2639.2437769073317,13
3,APS-001,WHOLESALE,HW_Damped_Mul,22.931557449860286,3.200398082665665,45.10619176913787,2557.089697378426,2638.926747025367,13
3,CTS-001,ECOM,HW_Add_Add,12.37931712316997,10.047618966665654,40.690323146560885,4273.048308256256,4702.387920531397,13
3,CTS-001,ECOM,HW_Damped_Add,9.72153621354952,5.030808895951049,31.95430297766131,4273.048308256256,4488.017202676297,13
3,CTS-001,ECOM,HW_Damped_Mul,9.367370660419086,3.4325350602573446,30.790174887163893,4273.048308256256,4419.722189578885,13
3,CTS-001,RETAIL,HW_Add_Add,11.97224569307818,3.767702151089137,27.587563218046526,2995.581038250439,3108.4456094662196,13
3,CTS-001,RETAIL,HW_Damped_Add,11.107044201129504,0.8200049311456264,25.593885384548493,2995.581038250439,3020.1449504805564,13
3,CTS-001,RETAIL,HW_Damped_Mul,10.909874558401501,-0.8086980093948658,25.139548736029553,2995.581038250439,2971.355834024298,13
3,CTS-001,WHOLESALE,HW_Add_Add,55.03266524901118,-54.65374956602022,122.15800563042028,2885.657211057932,1308.537345592526,13
3,CTS-001,WHOLESALE,HW_Damped_Add,56.68490488553858,-56.68490488553858,125.82554195468259,2885.657211057932,1249.9251656470583,13
3,CTS-001,WHOLESALE,HW_Damped_Mul,32.03789502551141,-28.631398320350925,71.11567908268003,2885.657211057932,2059.4532008000065,13
3,IMH-001,ECOM,HW_Add_Add,12.027165979616905,2.7479857721147325,85.39579039973033,9230.31474811205,9483.962484111576,13
3,IMH-001,ECOM,HW_Damped_Add,10.398204012474134,-2.457995101900957,73.82976603862916,9230.31474811205,9003.434063713416,13
3,IMH-001,ECOM,HW_Damped_Mul,11.242779124720252,0.025792193307101502,79.82645381897818,9230.31474811205,9232.695448734738,13
3,IMH-001,RETAIL,HW_Add_Add,11.150427239209288,1.5470096658494354,61.74595095348706,7198.803643798797,7310.169831993884,13
3,IMH-001,RETAIL,HW_Damped_Add,10.911806857696215,0.5154837290025267,60.42458074431708,7198.803643798797,7235.9123052654195,13
3,IMH-001,RETAIL,HW_Damped_Mul,11.431077790368573,1.3109080759857419,63.300064961425214,7198.803643798797,7293.173342139711,13
3,IMH-001,WHOLESALE,HW_Add_Add,23.463662430515537,9.548629005626974,106.82000046258635,5918.342927605403,6483.463537043204,13
3,IMH-001,WHOLESALE,HW_Damped_Add,26.1311370233527,2.998436620068145,118.96386922495935,5918.342927605403,6095.800689247936,13
3,IMH-001,WHOLESALE,HW_Damped_Mul,24.11108403292642,9.147379857615418,109.76743358705357,5918.342927605403,6459.716236469786,13
4,APS-001,ECOM,HW_Add_Add,9.168433226176608,-5.504484593804807,14.494863636235227,2055.2391299864194,1942.1088087104688,13
4,APS-001,ECOM,HW_Damped_Add,8.746130122748392,-4.451904979135636,13.827222203250322,2055.2391299864194,1963.7418368254098,13
4,APS-001,ECOM,HW_Damped_Mul,10.675813076487213,-9.448992824657235,16.87796059939786,2055.2391299864194,1861.039732064455,13
4,APS-001,RETAIL,HW_Add_Add,8.536823316072606,4.521157576049867,9.779174321871313,1489.1870368802865,1556.5155294197518,13
4,APS-001,RETAIL,HW_Damped_Add,7.894213101838868,0.4340421742627574,9.043046013560737,1489.1870368802865,1495.6507366740009,13
4,APS-001,RETAIL,HW_Damped_Mul,8.461891603746977,-2.2512692640848844,9.693337910604722,1489.1870368802865,1455.6614268342641,13
4,APS-001,WHOLESALE,HW_Add_Add,17.333582987926818,-5.572201568209817,18.844653526562624,1413.328658108066,1334.5751364570094,13
4,APS-001,WHOLESALE,HW_Damped_Add,17.038135104939247,-4.9211763523777305,18.523449711175168,1413.328658108066,1343.7762624038744,13
4,APS-001,WHOLESALE,HW_Damped_Mul,17.19606923553374,-3.682726597720371,18.695151890300227,1413.328658108066,1361.279627702716,13
4,CTS-001,ECOM,HW_Add_Add,7.662089831397378,-0.529292500266111,28.994146862261857,4919.335553400349,4893.297879253276,13
4,CTS-001,ECOM,HW_Damped_Add,8.48313055980793,-3.8883266902712146,32.10105059000012,4919.335553400349,4728.055716093482,13
4,CTS-001,ECOM,HW_Damped_Mul,8.055227704396566,-1.0358266814621078,30.481821566902703,4919.335553400349,4868.379763187576,13
4,CTS-001,RETAIL,HW_Add_Add,11.769555458350249,-9.576236431936426,33.06461539881315,3652.134540728203,3302.3975022956547,13
4,CTS-001,RETAIL,HW_Damped_Add,9.49474105337531,-3.8621381061796853,26.67390135100158,3652.134540728203,3511.084060941789,13
4,CTS-001,RETAIL,HW_Damped_Mul,9.539889877742851,-4.264499162955944,26.800739490190786,3652.134540728203,3496.3892938088234,13
4,CTS-001,WHOLESALE,HW_Add_Add,21.725701898528804,10.052534947006258,51.52840642115457,3083.3032994914233,3393.2534411949955,13
4,CTS-001,WHOLESALE,HW_Damped_Add,21.287793530960315,8.153399258213911,50.489787717617006,3083.3032994914233,3334.6973278406417,13
