forecast_origin,horizon_week,forecast_week_start,iso_week,sku_id,channel_id,weather_horizon_mode,weather_data_status,nowcast_available_flag,future_realized_weather_used_flag,analog_week_radius_used,analog_observation_count,mild_positive_analog_count,severe_positive_analog_count,scenario_support_flag,mild_scenario_exposure_share,severe_scenario_exposure_share,scenario_exposure_quantile,sku_mild_policy_cap_pct,sku_severe_policy_cap_pct,mild_scenario_adjustment_pct,normal_scenario_adjustment_pct,severe_scenario_adjustment_pct,recommended_base_adjustment_pct,scenario_width_pp,analog_net_adjustment_median_pct,analog_net_adjustment_min_pct,analog_net_adjustment_max_pct,scenario_method,scenario_provenance,scenario_threshold_provenance,nowcast_governance
2026-06-22,1,2026-06-29,27,APS-001,ECOM,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,3,28,19,6,ADEQUATE,0.2749152121961388,0.13752012028692587,0.75,-4.0,6.0,-1.0996608487845552,0.0,0.8251207217215553,0.0,1.9247815705061104,-0.37998473854879394,-1.808488392688945,1.420576018607136,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED
2026-06-22,2,2026-07-06,28,APS-001,ECOM,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,13,4,ADEQUATE,0.265158391467598,0.10888948720915421,0.75,-4.0,6.0,-1.060633565870392,0.0,0.6533369232549253,0.0,1.7139704891253174,-0.287954761024276,-1.808488392688945,0.5674450240216109,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED
2026-06-22,3,2026-07-13,29,APS-001,ECOM,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,12,5,ADEQUATE,0.2968834657018228,0.1518354368258117,0.75,-4.0,6.0,-1.1875338628072911,0.0,0.9110126209548701,0.0,2.0985464837621612,-0.287954761024276,-2.3302092155210268,1.3151850512154766,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED
2026-06-22,4,2026-07-20,30,APS-001,ECOM,SCENARIO_ANALOG,FORWARD_SCENARIO_BAND,0,0,2,20,10,7,ADEQUATE,0.36033361417027243,0.13661297661744964,0.75,-4.0,6.0,-1.4413344566810897,0.0,0.8196778597046979,0.0,2.261012316385788,-0.1181002951401875,-2.3302092155210268,1.3151850512154766,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED
2026-06-22,5,2026-07-27,31,APS-001,ECOM,SCENARIO_ANALOG,FORWARD_SCENARIO_BAND,0,0,2,20,10,9,ADEQUATE,0.36033361417027243,0.1518354368258117,0.75,-4.0,6.0,-1.4413344566810897,0.0,0.9110126209548701,0.0,2.35234707763596,-0.0748104724577607,-2.3302092155210268,1.3151850512154766,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED
2026-06-22,6,2026-08-03,32,APS-001,ECOM,SCENARIO_ANALOG,FORWARD_SCENARIO_BAND,0,0,2,20,8,9,ADEQUATE,0.31189931814375754,0.1518354368258117,0.75,-4.0,6.0,-1.2475972725750302,0.0,0.9110126209548701,0.0,2.1586098935299,0.0,-2.3302092155210268,1.3151850512154766,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED
2026-06-22,7,2026-08-10,33,APS-001,ECOM,SCENARIO_ANALOG,FORWARD_SCENARIO_BAND,0,0,2,20,10,8,ADEQUATE,0.265158391467598,0.15853952326051649,0.75,-4.0,6.0,-1.060633565870392,0.0,0.951237139563099,0.0,2.0118707054334912,-0.0748104724577607,-2.3302092155210268,1.3151850512154766,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED
2026-06-22,8,2026-08-17,34,APS-001,ECOM,SCENARIO_ANALOG,FORWARD_SCENARIO_BAND,0,0,2,20,11,7,ADEQUATE,0.265158391467598,0.1518354368258117,0.75,-4.0,6.0,-1.060633565870392,0.0,0.9110126209548701,0.0,1.9716461868252622,-0.1496209449155214,-1.3237643488671047,1.0719106953877855,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED
2026-06-22,9,2026-08-24,35,APS-001,ECOM,SCENARIO_ANALOG,FORWARD_SCENARIO_BAND,0,0,2,20,14,5,ADEQUATE,0.265158391467598,0.1518354368258117,0.75,-4.0,6.0,-1.060633565870392,0.0,0.9110126209548701,0.0,1.9716461868252622,-0.3301407958602849,-1.3237643488671047,1.1727843527720136,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED
2026-06-22,10,2026-08-31,36,APS-001,ECOM,SCENARIO_ANALOG,FORWARD_SCENARIO_BAND,0,0,3,28,20,8,ADEQUATE,0.2684307076272001,0.15853952326051649,0.75,-4.0,6.0,-1.0737228305088005,0.0,0.951237139563099,0.0,2.024959970071899,-0.5041301689796279,-1.3237643488671047,1.1727843527720136,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED
